Documentation Coverage Report
Generated,2025-07-04T08:02:57.853685
Total Code Files,474
Documented Files,15
Adequately Documented,0
Missing Documentation,446
Inadequate Documentation,28
Coverage Percentage,0.0%
Quality Score,0.72/1.0

Priority Breakdown
Priority,Count,Description
Critical,125,"Public APIs, complex services - immediate action required"
High,115,"Core components, important utilities - action needed soon"
Medium,115,"Supporting code, hooks - should be documented"
Low,119,"Internal utilities, simple helpers - nice to have"

File Type Breakdown
File Type,Missing,Inadequate,Total Issues
Service,24,0,24
Utility,24,25,49
Hook,33,0,33
Api_Route,18,2,20
Component,316,0,316
Unknown,28,0,28
Types,2,1,3
Middleware,1,0,1

Documentation Gaps Detail
File Path,File Name,Status,Priority,Expected Doc Path,File Type,Estimated Effort,Issues Count,Primary Issues
src/app/api/admin/users/[id]/quotas/reset/route.ts,route.ts,Missing,High,index.md,Api_Route,Medium,1,Documentation file does not exist
src/app/api/admin/users/[id]/timeout/route.ts,route.ts,Missing,High,index.md,Api_Route,Medium,1,Documentation file does not exist
src/app/api/admin/users/[id]/assign-subscription/route.ts,route.ts,Missing,High,index.md,Api_Route,Medium,1,Documentation file does not exist
src/app/api/admin/alerts/[id]/route.ts,route.ts,Missing,High,index.md,Api_Route,Medium,1,Documentation file does not exist
src/app/api/emojis/route.ts,route.ts,Inadequate,High,index.md,Api_Route,Medium,4,overview; usage; api_reference; +1 more
src/app/components/ErrorBoundary.tsx,ErrorBoundary.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/fade-in/FadeIn.test.tsx,FadeIn.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/fade-in/FadeIn.tsx,FadeIn.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/user-profile/UserProfile.tsx,UserProfile.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/page-header/PageHeader.tsx,PageHeader.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-header/PageHeader.test.tsx,PageHeader.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/post/CreatePostForm.tsx,CreatePostForm.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/post/PostItem.tsx,PostItem.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/post/PostList.tsx,PostList.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/cache-status/CacheStatus.test.tsx,CacheStatus.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/cache-status/SmartCacheStatus.tsx,SmartCacheStatus.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/cache-status/NoCacheStatus.tsx,NoCacheStatus.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/cache-status/CacheStatus.tsx,CacheStatus.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/gitlab-link/GitLabLink.test.tsx,GitLabLink.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/gitlab-link/GitLabLink.tsx,GitLabLink.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/floating-add-post/FloatingAddPost.tsx,FloatingAddPost.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/author/Author.tsx,Author.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/empty/Empty.tsx,Empty.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/empty/Empty.test.tsx,Empty.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-aside/PageAside.tsx,PageAside.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-aside/PageAside.test.tsx,PageAside.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/message-ticker/MessageTicker.tsx,MessageTicker.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/message-ticker/MessageTickerWithInterval.tsx,MessageTickerWithInterval.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/auth-buttons/AuthButtons.tsx,AuthButtons.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/auth-buttons/ClientAuthButtons.tsx,ClientAuthButtons.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/auth-buttons/SessionRefreshHandler.tsx,SessionRefreshHandler.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/auth-buttons/AuthButtons.test.tsx,AuthButtons.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/discord-link/DiscordLink.tsx,DiscordLink.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/discord-link/DiscordLink.test.tsx,DiscordLink.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/discord-link/Discord.test.tsx,Discord.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/infinite-scroll-trigger/InfiniteScrollTrigger.tsx,InfiniteScrollTrigger.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submission-forms/edit-submission-form/EditSubmissionForm.tsx,EditSubmissionForm.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submission-forms/add-submission-form/AddSubmissionForm.tsx,AddSubmissionForm.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submission-forms/add-submission-form/AddSubmissionForm.test.tsx,AddSubmissionForm.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submission-forms/shared-submission-form/SharedSubmissionForm.tsx,SharedSubmissionForm.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submission-forms/shared-submission-form/components/RichInputAdapter.tsx,RichInputAdapter.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submission-forms/shared-submission-form/components/FloatingToolbar.tsx,FloatingToolbar.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submission-forms/delete-submission-form/DeleteSubmissionForm.tsx,DeleteSubmissionForm.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submission-forms/delete-submission-form/DeleteSubmissionForm.test.tsx,DeleteSubmissionForm.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/pagination/PageSizeSelector.tsx,PageSizeSelector.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/pagination/StickyPagination.tsx,StickyPagination.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/pagination/Pagination.test.tsx,Pagination.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/pagination/PageSizeSelector.test.tsx,PageSizeSelector.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/pagination/Pagination.tsx,Pagination.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/filter-bar/FilterBar.tsx,FilterBar.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/filter-bar/FilterBar.test.tsx,FilterBar.test.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/filter-bar/CustomFilterInput.test.tsx,CustomFilterInput.test.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/filter-bar/CustomFilterInput.tsx,CustomFilterInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/filter-bar/FilterLabel.test.tsx,FilterLabel.test.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/filter-bar/FilterLabel.tsx,FilterLabel.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/timeout-banner/TimeoutBanner.tsx,TimeoutBanner.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/docs-link/DocsLink.tsx,DocsLink.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/docs-link/DocsLink.test.tsx,DocsLink.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/docs-link/Docs.test.tsx,Docs.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/nav/NavPaths.test.tsx,NavPaths.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/nav/NavPaths.tsx,NavPaths.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/nav/Nav.tsx,Nav.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/nav/NavAuth.tsx,NavAuth.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/nav/Nav.test.tsx,Nav.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/nav/NavUserProfile.tsx,NavUserProfile.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/loader/Loader.test.tsx,Loader.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/loader/Loader.tsx,Loader.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/vote-buttons/VoteButtons.tsx,VoteButtons.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/pwa-install/PWAInstallPrompt.tsx,PWAInstallPrompt.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submissions-list/SubmissionItem.tsx,SubmissionItem.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submissions-list/StickyPostsControls.tsx,StickyPostsControls.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submissions-list/SubmissionsList.test.tsx,SubmissionsList.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submissions-list/SubmissionsList.tsx,SubmissionsList.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submissions-list/SubmissionThread.tsx,SubmissionThread.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submissions-list/PostsManager.tsx,PostsManager.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submissions-list/components/SearchStatus.tsx,SearchStatus.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submissions-list/components/SmartFilterInput.tsx,SmartFilterInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submissions-list/components/TextSearchInput.tsx,TextSearchInput.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submissions-list/components/SearchInputContainer.tsx,SearchInputContainer.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/submissions-list/components/PostsManagerFilters.tsx,PostsManagerFilters.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submissions-list/components/PostsManagerControls.tsx,PostsManagerControls.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submissions-list/components/PostsManagerPagination.tsx,PostsManagerPagination.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/submissions-list/components/SmartTextSearchInput.tsx,SmartTextSearchInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/submissions-list/components/TextSearchInput.test.tsx,TextSearchInput.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/card/Card.tsx,Card.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/card/Card.test.tsx,Card.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/avatar/Avatar.test.tsx,Avatar.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/avatar/Avatar.tsx,Avatar.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/URLPill.tsx,URLPill.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/FooterBadge.tsx,FooterBadge.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/ImageEmbed.tsx,ImageEmbed.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/YouTubeModal.tsx,YouTubeModal.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/BackButton.tsx,BackButton.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/GrammarlyCleanup.tsx,GrammarlyCleanup.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/LoadingButton.tsx,LoadingButton.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/InlineSuggestionInput.tsx,InlineSuggestionInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/SmartPillInput.test.tsx,SmartPillInput.test.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/OverlayRenderer.tsx,OverlayRenderer.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/TimestampWithTooltip.tsx,TimestampWithTooltip.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/SmartPillInput.tsx,SmartPillInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/NavigationLoadingBar.tsx,NavigationLoadingBar.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/SmartInput.tsx,SmartInput.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/PostModal.tsx,PostModal.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/ContentWithPills.tsx,ContentWithPills.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/RefreshButton.tsx,RefreshButton.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/ui/PillInput.tsx,PillInput.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/ContentWithPills.test.tsx,ContentWithPills.test.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/InstantLink.tsx,InstantLink.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/ui/EmojiPicker.tsx,EmojiPicker.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/ui/YouTubeEmbed.tsx,YouTubeEmbed.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/avatars-background/AvatarsBackground.test.tsx,AvatarsBackground.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/avatars-background/AvatarsBackground.tsx,AvatarsBackground.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarContent.tsx,NavbarContent.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarBody.test.tsx,NavbarBody.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarItem.tsx,NavbarItem.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarBrand.test.tsx,NavbarBrand.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarBrand.tsx,NavbarBrand.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/Navbar.test.tsx,Navbar.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarBody.tsx,NavbarBody.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarContent.test.tsx,NavbarContent.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/NavbarItem.test.tsx,NavbarItem.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/navbar/Navbar.tsx,Navbar.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/twitch-chat/TwitchChat.tsx,TwitchChat.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/rich-text/RichTextRenderer.tsx,RichTextRenderer.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/tooltip/InteractiveTooltip.tsx,InteractiveTooltip.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/tooltip/LinkTooltip.tsx,LinkTooltip.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/tooltip/TooltipContent.tsx,TooltipContent.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/tooltip/TooltipModal.tsx,TooltipModal.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/tooltip/MentionTooltip.tsx,MentionTooltip.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/tooltip/WebPreviewPortal.tsx,WebPreviewPortal.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/tooltip/InfoTooltip.tsx,InfoTooltip.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/app-version/AppVersion.test.tsx,AppVersion.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/app-version/AppVersion.tsx,AppVersion.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/fancy-border/FancyBorder.tsx,FancyBorder.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/fancy-border/FancyBorder.test.tsx,FancyBorder.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-container/PageContainer.test.tsx,PageContainer.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-container/PageContainer.tsx,PageContainer.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/game/GameWrapper.tsx,GameWrapper.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/game/GameWrapper.test.tsx,GameWrapper.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/spacing-theme-toggle/SpacingThemeToggle.tsx,SpacingThemeToggle.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/service-worker/HardResetManager.tsx,HardResetManager.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/service-worker/ServiceWorkerRegistration.tsx,ServiceWorkerRegistration.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/error-boundary/NotFoundErrorBoundary.tsx,NotFoundErrorBoundary.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/coin/Coin.tsx,Coin.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/coin/Coin.test.tsx,Coin.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/footer/Footer.tsx,Footer.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/footer/Footer.test.tsx,Footer.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/tag-link/TagLink.test.tsx,TagLink.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/tag-link/TagLink.tsx,TagLink.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/badge/Badge.test.tsx,Badge.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/badge/Badge.tsx,Badge.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/threaded/Threaded.tsx,Threaded.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/thread/Thread.tsx,Thread.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/thread/ThreadTags.tsx,ThreadTags.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/thread/ThreadBreadcrumb.tsx,ThreadBreadcrumb.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/thread/ParentPostLink.tsx,ParentPostLink.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/thread/ReplyForm.tsx,ReplyForm.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/thread/CollapsibleReplyForm.tsx,CollapsibleReplyForm.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/font-picker/FontPicker.tsx,FontPicker.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/dev-tools/HardResetPanel.tsx,HardResetPanel.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/dev-tools/PWATestPanel.tsx,PWATestPanel.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/dev-tools/DevSkeletonToggle.tsx,DevSkeletonToggle.tsx,Missing,High,index.md,Component,Medium,1,Documentation file does not exist
src/app/components/auth-avatar/AuthAvatarServer.tsx,AuthAvatarServer.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/auth-avatar/AuthAvatar.tsx,AuthAvatar.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/auth-avatar/AuthAvatar.test.tsx,AuthAvatar.test.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/header/Header.tsx,Header.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/header/Header.test.tsx,Header.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/about/About.test.tsx,About.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/about/About.tsx,About.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/skeleton/SmartSkeletonLoader.tsx,SmartSkeletonLoader.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/skeleton/useSmartPostsSkeleton.tsx,useSmartPostsSkeleton.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/skeleton/SimpleSkeletonWrapper.tsx,SimpleSkeletonWrapper.tsx,Missing,Medium,index.md,Component,Low,1,Documentation file does not exist
src/app/components/skeleton/IntelligentSkeletonWrapper.tsx,IntelligentSkeletonWrapper.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/skeleton/SkeletonLoader.tsx,SkeletonLoader.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/skeleton/SkeletonExamples.tsx,SkeletonExamples.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/banner-system/SimpleBannerSystem.tsx,SimpleBannerSystem.tsx,Missing,Critical,index.md,Component,High,1,Documentation file does not exist
src/app/components/comment/CommentForm.tsx,CommentForm.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/comment/CommentItem.tsx,CommentItem.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/comment/CommentList.tsx,CommentList.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/galaxy-link/GalaxyLink.tsx,GalaxyLink.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
src/app/components/page-content/PageContent.test.tsx,PageContent.test.tsx,Missing,Low,index.md,Component,Low,1,Documentation file does not exist
